pitch_id,game_id,season,date,pitch_number,pitcher_id,batter_id,batter_name,pre_pitch_inning,is_top_half,pre_pitch_outs,pre_pitch_balls,pre_pitch_strikes,release_speed,fast_first_pitch,month,day_of_week,home_team_id_enc,away_team_id_enc,home_team_name_enc,away_team_name_enc,pitcher_name_enc,pitch_type_enc,venue_id_enc
1256800,56022,2021,2021-04-05,1,5028.0,4699,Mookie Betts,1,1,0,0,0,97.7,1,4,0,11,6,17,13,13,3,16
1257167,56391,2021,2021-04-05,1,5372.0,6129,Yoshitomo Tsutsugo,1,1,0,0,0,95.9,1,4,0,23,19,3,26,42,3,20
1255858,56674,2021,2021-04-05,1,5357.0,5784,Cedric Mullins,1,1,0,0,0,92.5,1,4,0,9,22,16,2,25,3,19
1260400,55097,2021,2021-04-06,1,6126.0,5947,Luis Arraez,1,1,0,0,0,93.9,1,4,1,1,8,8,16,5,3,4
1258598,55136,2021,2021-04-06,1,900.0,5199,Adam Frazier,1,1,0,0,0,90.4,1,4,1,26,14,6,21,53,3,30
1260111,55448,2021,2021-04-06,1,4438.0,5784,Cedric Mullins,1,1,0,0,0,95.5,1,4,1,9,22,16,2,16,3,19
1261464,55535,2021,2021-04-06,1,5312.0,6312,Pavin Smith,1,1,0,0,0,95.4,1,4,1,27,0,7,0,15,3,8
1261876,55720,2021,2021-04-06,1,677.0,5597,Ronald Acuna Jr.,1,1,0,0,0,94.0,1,4,1,22,11,27,1,40,3,23
1259788,56517,2021,2021-04-06,1,5571.0,5975,Tommy Edman,1,1,0,0,0,96.6,1,4,1,2,18,12,25,46,3,0
1258341,56568,2021,2021-04-06,1,3616.0,5953,Mike Yastrzemski,1,1,0,0,0,93.9,1,4,1,14,16,20,23,55,3,29
1266670,55236,2021,2021-04-07,1,723.0,6129,Yoshitomo Tsutsugo,1,1,0,0,0,97.4,1,4,2,23,19,3,26,41,3,20
1263583,55352,2021,2021-04-07,1,4708.0,616,Lorenzo Cain,1,1,0,0,0,86.5,0,4,2,25,7,4,15,30,5,18
1263323,55460,2021,2021-04-07,1,5340.0,6061,Josh Rojas,1,1,0,0,0,94.9,1,4,2,27,0,7,0,3,3,8
1266349,56005,2021,2021-04-07,1,4972.0,5201,Brandon Nimmo,1,1,0,0,0,91.1,1,4,2,12,9,18,17,0,3,28
1264758,56266,2021,2021-04-07,1,4462.0,4545,Marcus Semien,1,1,0,0,0,92.4,1,4,2,19,21,25,28,29,5,24
1264509,56537,2021,2021-04-07,1,5447.0,5795,Kevin Newman,1,1,0,0,0,94.7,1,4,2,26,14,6,21,35,3,30
1262962,56922,2021,2021-04-07,1,5183.0,5784,Cedric Mullins,1,1,0,0,0,93.3,1,4,2,9,22,16,2,20,3,19
1268719,55430,2021,2021-04-08,1,605.0,5163,Whit Merrifield,1,1,0,0,0,89.7,0,4,3,24,4,5,11,31,3,11
1268459,55492,2021,2021-04-08,1,4971.0,5596,Tim Locastro,1,1,0,0,0,92.4,1,4,3,27,0,7,0,22,3,8
1268193,56645,2021,2021-04-08,1,5187.0,5195,Willson Contreras,1,1,0,0,0,88.8,0,4,3,13,26,19,4,51,3,2
1267865,56860,2021,2021-04-08,1,5091.0,5265,Mitch Haniger,1,1,0,0,0,95.0,1,4,3,7,17,14,24,26,3,9
1269274,56983,2021,2021-04-08,1,4539.0,4450,Corey Dickerson,1,1,0,0,0,95.8,1,4,3,8,2,15,14,49,3,21
1268983,57213,2021,2021-04-08,1,936.0,4519,Kolten Wong,1,1,0,0,0,89.9,0,4,3,17,7,23,15,1,5,27
1266925,57227,2021,2021-04-08,1,4207.0,4703,Enrique Hernandez,1,1,0,0,0,93.3,1,4,3,21,24,2,3,38,5,10
1271203,55246,2021,2021-04-09,1,181.0,53,Andrew McCutchen,1,1,0,0,0,93.6,1,4,4,10,13,1,20,6,5,22
1270097,55706,2021,2021-04-09,1,1367.0,290,DJ LeMahieu,1,1,0,0,0,88.4,0,4,4,18,10,24,18,44,3,12
1270974,56763,2021,2021-04-09,1,5584.0,5582,Victor Robles,1,1,0,0,0,94.7,1,4,4,5,23,11,29,54,3,17
1271491,56821,2021,2021-04-09,1,4887.0,4823,Mark Canha,1,1,0,0,0,93.7,1,4,4,3,12,9,19,32,5,5
1276022,55820,2021,2021-04-10,1,6271.0,53,Andrew McCutchen,1,1,0,0,0,95.4,1,4,5,10,13,1,20,18,3,22
1272146,55985,2021,2021-04-10,1,6068.0,5758,Garrett Hampson,1,1,0,0,0,92.3,1,4,5,15,29,21,8,33,5,3
1275081,56024,2021,2021-04-10,1,4946.0,5722,David Fletcher,1,1,0,0,0,94.3,1,4,5,20,5,26,12,48,5,26
1272450,56174,2021,2021-04-10,1,5093.0,5582,Victor Robles,1,1,0,0,0,93.2,1,4,5,5,23,11,29,27,3,17
1272742,57050,2021,2021-04-10,1,525.0,6042,Trent Grisham,1,1,0,0,0,93.8,1,4,5,19,15,25,22,24,3,24
1276637,55330,2021,2021-04-11,1,4639.0,5758,Garrett Hampson,1,1,0,0,0,94.9,1,4,6,15,29,21,8,2,5,3
1276281,56534,2021,2021-04-11,1,6012.0,5163,Whit Merrifield,1,1,0,0,0,95.0,1,4,6,24,4,5,11,11,3,11
1281013,54968,2021,2021-04-12,1,4172.0,5502,Jordan Luplow,1,1,0,0,0,86.8,0,4,0,24,28,5,7,10,5,11
1281902,55004,2021,2021-04-12,1,5684.0,5393,Ian Happ,1,1,0,0,0,92.4,1,4,0,6,26,13,4,14,3,1
1281622,56399,2021,2021-04-12,1,931.0,4387,Robbie Grossman,1,1,0,0,0,87.1,0,4,0,3,1,9,9,58,3,5
1280463,56551,2021,2021-04-12,1,4626.0,290,DJ LeMahieu,1,1,0,0,0,93.6,1,4,0,20,10,26,18,45,3,26
1284791,54926,2021,2021-04-13,1,5517.0,4668,Miguel Rojas,1,1,0,0,0,92.8,1,4,1,10,2,1,14,39,3,22
1283055,55142,2021,2021-04-13,1,4539.0,53,Andrew McCutchen,1,1,0,0,0,95.1,1,4,1,8,13,15,20,49,3,21
1283638,55427,2021,2021-04-13,1,5440.0,5393,Ian Happ,1,1,0,0,0,95.8,1,4,1,6,26,13,4,4,5,1
1283340,55733,2021,2021-04-13,1,407.0,4703,Enrique Hernandez,1,1,0,0,0,88.7,0,4,1,7,24,14,3,19,3,9
1283908,55890,2021,2021-04-13,1,5079.0,5144,Ben Gamel,1,1,0,0,0,92.7,1,4,1,24,28,5,7,34,3,11
1287708,56502,2021,2021-04-13,1,4346.0,290,DJ LeMahieu,1,1,0,0,0,89.0,0,4,1,20,10,26,18,17,3,26
1287036,57122,2021,2021-04-13,1,4412.0,5089,Jesse Winker,1,1,0,0,0,95.4,1,4,1,15,27,21,6,28,3,3
1285922,57434,2021,2021-04-13,1,4582.0,676,Matthew Joyce,1,1,0,0,0,93.9,1,4,1,8,13,15,20,37,5,21
1289696,55065,2021,2021-04-14,1,5187.0,6042,Trent Grisham,1,1,0,0,0,89.4,0,4,2,13,15,19,22,51,3,2
1290544,55333,2021,2021-04-14,1,5754.0,5393,Ian Happ,1,1,0,0,0,96.2,1,4,2,6,26,13,4,9,2,1
1290250,55983,2021,2021-04-14,1,936.0,5008,Trea Turner,1,1,0,0,0,89.5,0,4,2,17,23,23,29,1,5,27
1291067,56241,2021,2021-04-14,1,181.0,4450,Corey Dickerson,1,1,0,0,0,95.1,1,4,2,10,2,1,14,6,3,22
1289341,56921,2021,2021-04-14,1,4887.0,4387,Robbie Grossman,1,1,0,0,0,92.4,1,4,2,3,1,9,9,32,5,5
1287995,57435,2021,2021-04-14,1,5091.0,4703,Enrique Hernandez,1,1,0,0,0,95.3,1,4,2,7,24,14,3,26,3,9
1292848,54841,2021,2021-04-15,1,3659.0,5596,Tim Locastro,1,1,0,0,0,89.1,0,4,3,22,0,27,0,43,5,23
1295281,54948,2021,2021-04-15,1,5081.0,4387,Robbie Grossman,1,1,0,0,0,92.2,1,4,3,11,1,17,9,47,5,16
1294621,54962,2021,2021-04-15,1,6271.0,4450,Corey Dickerson,1,1,0,0,0,95.7,1,4,3,10,2,1,14,18,3,22
1293165,55206,2021,2021-04-15,1,605.0,5510,Amed Rosario,1,1,0,0,0,92.1,1,4,3,24,28,5,7,31,3,11
1293823,55303,2021,2021-04-15,1,5093.0,5758,Garrett Hampson,1,1,0,0,0,92.1,1,4,3,5,29,11,8,27,3,17
1294377,55579,2021,2021-04-15,1,4207.0,5265,Mitch Haniger,1,1,0,0,0,95.3,1,4,3,21,17,2,24,38,5,10
1293463,56760,2021,2021-04-15,1,1367.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,89.4,0,4,3,18,20,24,27,44,3,12
1298789,57415,2021,2021-04-16,1,5019.0,5597,Ronald Acuna Jr.,1,1,0,0,0,87.2,0,4,4,25,11,4,1,57,5,18
1296205,57425,2021,2021-04-16,1,677.0,5596,Tim Locastro,1,1,0,0,0,91.7,1,4,4,22,0,27,0,40,3,23
1297328,57430,2021,2021-04-16,1,5866.0,5850,Myles Straw,1,1,0,0,0,93.4,1,4,4,16,3,22,10,56,3,6
1297831,57432,2021,2021-04-16,1,5028.0,4387,Robbie Grossman,1,1,0,0,0,96.1,1,4,4,11,1,17,9,13,5,16
1301859,55014,2021,2021-04-17,1,5933.0,4387,Robbie Grossman,1,1,0,0,0,90.2,1,4,5,11,1,17,9,8,5,16
1302376,55038,2021,2021-04-17,1,5357.0,5339,Yandy Diaz,1,1,0,0,0,93.0,1,4,5,9,19,16,26,25,5,19
1301023,55079,2021,2021-04-17,1,5372.0,5087,Tim Anderson,1,1,0,0,0,95.2,1,4,5,23,25,3,5,42,3,20
1299675,55183,2021,2021-04-17,1,5571.0,4651,Tommy La Stella,1,1,0,0,0,95.7,1,4,5,2,16,12,23,46,5,0
1299390,55354,2021,2021-04-17,1,3616.0,4699,Mookie Betts,1,1,0,0,0,84.1,0,4,5,14,6,20,13,55,2,29
1299156,56660,2021,2021-04-17,1,5495.0,5747,Kyle Tucker,1,1,0,0,0,92.5,1,4,5,16,3,22,10,7,3,6
1303506,57419,2021,2021-04-17,1,5312.0,5201,Brandon Nimmo,1,1,0,0,0,94.5,1,4,5,27,9,7,17,15,3,8
1306790,54834,2021,2021-04-18,1,4462.0,5784,Cedric Mullins,1,1,0,0,0,92.5,1,4,6,19,22,25,2,29,3,24
1304870,55062,2021,2021-04-18,1,5340.0,5201,Brandon Nimmo,1,1,0,0,0,94.3,1,4,6,27,9,7,17,3,3,8
1306473,55337,2021,2021-04-18,1,4708.0,5597,Ronald Acuna Jr.,1,1,0,0,0,87.4,0,4,6,25,11,4,1,30,5,18
1304587,55362,2021,2021-04-18,1,4438.0,5339,Yandy Diaz,1,1,0,0,0,95.2,1,4,6,9,19,16,26,16,3,19
1305351,55493,2021,2021-04-18,1,900.0,5502,Jordan Luplow,1,1,0,0,0,85.6,0,4,6,26,28,6,7,53,2,30
1304237,56151,2021,2021-04-18,1,5684.0,5199,Adam Frazier,1,1,0,0,0,92.3,1,4,6,6,14,13,21,14,3,1
1306234,56247,2021,2021-04-18,1,4972.0,5975,Tommy Edman,1,1,0,0,0,92.0,1,4,6,12,18,18,25,0,3,28
1308045,57424,2021,2021-04-19,1,5246.0,4350,Jackie Bradley,1,1,0,0,0,94.4,1,4,0,14,7,20,15,21,3,29
1308889,57428,2021,2021-04-19,1,723.0,5087,Tim Anderson,1,1,0,0,0,98.1,1,4,0,23,25,3,5,41,3,20
1973178,54909,2021,2021-04-20,1,4446.0,4651,Tommy La Stella,1,1,0,0,0,97.7,1,4,1,12,16,18,23,59,3,28
1970799,54916,2021,2021-04-20,1,4971.0,5850,Myles Straw,1,1,0,0,0,93.6,1,4,1,27,3,7,10,22,3,8
1973697,54973,2021,2021-04-20,1,5081.0,5532,Mitch Garver,1,1,0,0,0,91.7,1,4,1,11,8,17,16,47,5,16
1973920,55398,2021,2021-04-20,1,3659.0,5975,Tommy Edman,1,1,0,0,0,90.5,1,4,1,22,18,27,25,43,3,23
1972582,55563,2021,2021-04-20,1,5183.0,4560,Ehire Adrianza,1,1,0,0,0,94.0,1,4,1,9,11,16,1,20,3,19
1971774,56477,2021,2021-04-20,1,4900.0,4545,Marcus Semien,1,1,0,0,0,91.3,1,4,1,23,21,3,28,12,3,20
1971411,56376,2021,2021-04-21,1,5447.0,6312,Pavin Smith,1,1,0,0,0,97.2,1,4,2,26,0,6,0,35,5,30
1976114,57379,2021,2021-04-21,1,5542.0,6312,Pavin Smith,1,1,0,0,0,92.4,1,4,2,26,0,6,0,52,3,30
1975753,57386,2021,2021-04-21,1,5028.0,5947,Luis Arraez,1,1,0,0,0,97.3,1,4,2,11,8,17,16,13,5,16
1976727,57391,2021,2021-04-21,1,5019.0,5762,Jeff McNeil,1,1,0,0,0,87.6,0,4,2,25,9,4,17,57,5,18
1974419,57399,2021,2021-04-21,1,677.0,5975,Tommy Edman,1,1,0,0,0,90.9,1,4,2,22,18,27,25,40,3,23
1318450,55545,2021,2021-04-22,1,5584.0,5870,Fernando Tatis Jr.,1,1,0,0,0,95.8,1,4,3,5,15,11,22,54,3,17
1319890,56716,2021,2021-04-22,1,5372.0,5265,Mitch Haniger,1,1,0,0,0,91.7,1,4,3,23,17,3,24,42,3,20
1321435,54964,2021,2021-04-23,1,931.0,5722,David Fletcher,1,1,0,0,0,87.5,0,4,4,3,5,9,12,58,3,5
1322367,55048,2021,2021-04-23,1,5312.0,53,Andrew McCutchen,1,1,0,0,0,92.6,1,4,4,27,13,7,20,15,3,8
1322668,55863,2021,2021-04-23,1,6126.0,5163,Whit Merrifield,1,1,0,0,0,93.7,1,4,4,1,4,8,11,5,3,4
1324068,56154,2021,2021-04-23,1,407.0,5199,Adam Frazier,1,1,0,0,0,89.6,0,4,4,7,14,14,21,19,3,9
1324283,56388,2021,2021-04-23,1,6012.0,5587,Willie Calhoun,1,1,0,0,0,95.4,1,4,4,24,20,5,27,11,3,11
1323508,56401,2021,2021-04-23,1,4708.0,4519,Kolten Wong,1,1,0,0,0,85.5,0,4,4,25,7,4,15,30,3,18
1326132,55028,2021,2021-04-24,1,723.0,5265,Mitch Haniger,1,1,0,0,0,96.6,1,4,5,23,17,3,24,41,3,20
1326645,55981,2021,2021-04-24,1,4172.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,88.3,0,4,5,24,20,5,27,10,5,11
1327779,56039,2021,2021-04-24,1,4582.0,551,Josh Harrison,1,1,0,0,0,93.2,1,4,5,8,23,15,29,37,5,21
1327492,56276,2021,2021-04-24,1,5340.0,53,Andrew McCutchen,1,1,0,0,0,96.7,1,4,5,27,13,7,20,3,3,8
1328643,56342,2021,2021-04-24,1,4412.0,6290,Jazz Chisholm,1,1,0,0,0,95.4,1,4,5,15,2,21,14,28,3,3
1332277,54885,2021,2021-04-25,1,4887.0,5722,David Fletcher,1,1,0,0,0,93.0,1,4,6,3,5,9,12,32,5,5
1331300,55698,2021,2021-04-25,1,4971.0,53,Andrew McCutchen,1,1,0,0,0,94.0,1,4,6,27,13,7,20,22,3,8
1329202,56144,2021,2021-04-25,1,4539.0,551,Josh Harrison,1,1,0,0,0,93.8,1,4,6,8,23,15,29,49,5,21
1329785,56499,2021,2021-04-25,1,4900.0,5265,Mitch Haniger,1,1,0,0,0,90.6,1,4,6,23,17,3,24,12,3,20
1328911,56736,2021,2021-04-25,1,6068.0,6290,Jazz Chisholm,1,1,0,0,0,92.9,1,4,6,15,2,21,14,33,5,3
1334793,54884,2021,2021-04-26,1,525.0,5722,David Fletcher,1,1,0,0,0,91.5,1,4,0,19,5,25,12,24,3,24
1333948,55365,2021,2021-04-26,1,936.0,4458,Brad Miller,1,1,0,0,0,85.7,0,4,0,17,13,23,20,1,2,27
1334538,55370,2021,2021-04-26,1,4639.0,5291,Raimel Tapia,1,1,0,0,0,94.4,1,4,0,15,29,21,8,2,3,3
1335977,55384,2021,2021-04-26,1,4207.0,290,DJ LeMahieu,1,1,0,0,0,94.5,1,4,0,21,10,2,18,38,3,10
1336514,55862,2021,2021-04-26,1,5754.0,6290,Jazz Chisholm,1,1,0,0,0,97.1,1,4,0,6,2,13,14,9,5,1
1334180,56080,2021,2021-04-26,1,5093.0,5633,Alex Blandino,1,1,0,0,0,92.3,1,4,0,5,27,11,6,27,3,17
1335652,56311,2021,2021-04-26,1,181.0,6113,Nico Hoerner,1,1,0,0,0,94.9,1,4,0,10,26,1,4,6,5,22
1333659,56968,2021,2021-04-26,1,1367.0,4823,Mark Canha,1,1,0,0,0,88.2,0,4,0,18,12,24,19,44,3,12
1337584,55616,2021,2021-04-27,1,5079.0,4387,Robbie Grossman,1,1,0,0,0,94.9,1,4,1,24,1,5,9,34,3,11
1340046,55709,2021,2021-04-27,1,5584.0,5089,Jesse Winker,1,1,0,0,0,94.6,1,4,1,5,27,11,6,54,3,17
1338670,55916,2021,2021-04-27,1,6271.0,6113,Nico Hoerner,1,1,0,0,0,95.6,1,4,1,10,26,1,4,18,3,22
1337354,56021,2021,2021-04-27,1,5187.0,5163,Whit Merrifield,1,1,0,0,0,88.6,0,4,1,13,4,19,11,51,5,2
1343514,56089,2021,2021-04-28,1,931.0,6102,Sam Haggerty,1,1,0,0,0,87.7,0,4,2,3,17,9,24,58,3,5
1342951,56616,2021,2021-04-28,1,4946.0,5008,Trea Turner,1,1,0,0,0,94.6,1,4,2,20,23,26,29,48,5,26
1345002,55074,2021,2021-04-29,1,4462.0,4703,Enrique Hernandez,1,1,0,0,0,93.0,1,4,3,19,24,25,3,29,5,24
1347055,55580,2021,2021-04-29,1,6297.0,6102,Sam Haggerty,1,1,0,0,0,92.9,1,4,3,3,17,9,24,36,3,5
1347302,57486,2021,2021-04-29,1,6012.0,4387,Robbie Grossman,1,1,0,0,0,95.1,1,4,3,24,1,5,9,11,3,11
1348745,54849,2021,2021-04-30,1,5495.0,5722,David Fletcher,1,1,0,0,0,92.1,1,4,4,16,5,22,12,7,3,6
1349839,55152,2021,2021-04-30,1,900.0,5195,Willson Contreras,1,1,0,0,0,86.1,0,4,4,26,26,6,4,53,2,30
1348420,55495,2021,2021-04-30,1,4626.0,5597,Ronald Acuna Jr.,1,1,0,0,0,96.2,1,4,4,20,11,26,1,45,3,26
1349328,55504,2021,2021-04-30,1,5684.0,4723,Chris Taylor,1,1,0,0,0,93.6,1,4,4,6,6,13,13,14,3,1
1350484,55800,2021,2021-04-30,1,4438.0,4387,Robbie Grossman,1,1,0,0,0,96.6,1,4,4,9,1,16,9,16,3,19
1349067,55811,2021,2021-04-30,1,4172.0,4418,Cesar Hernandez,1,1,0,0,0,87.1,0,4,4,24,28,5,7,10,5,11
1349564,56100,2021,2021-04-30,1,3616.0,4651,Tommy La Stella,1,1,0,0,0,83.3,0,4,4,14,16,20,23,55,2,29
1347848,56570,2021,2021-04-30,1,519.0,4668,Miguel Rojas,1,1,0,0,0,89.9,0,4,4,22,2,27,14,23,3,23
1352745,54984,2021,2021-05-01,1,5447.0,5393,Ian Happ,1,1,0,0,0,95.9,1,5,5,26,26,6,4,35,3,30
1354250,55349,2021,2021-05-01,1,3659.0,4668,Miguel Rojas,1,1,0,0,0,91.5,1,5,5,22,2,27,14,43,3,23
1355726,55678,2021,2021-05-01,1,605.0,6162,Daniel Johnson,1,1,0,0,0,90.7,1,5,5,24,28,5,7,31,3,11
1356297,55826,2021,2021-05-01,1,5440.0,4699,Mookie Betts,1,1,0,0,0,95.8,1,5,5,6,6,13,13,4,3,1
1352139,56011,2021,2021-05-01,1,525.0,5371,Christian Arroyo,1,1,0,0,0,92.8,1,5,5,19,24,25,3,24,3,24
1353951,56171,2021,2021-05-01,1,5183.0,4387,Robbie Grossman,1,1,0,0,0,92.9,1,5,5,9,1,16,9,20,3,19
1353030,57135,2021,2021-05-01,1,4446.0,5201,Brandon Nimmo,1,1,0,0,0,97.1,1,5,5,12,9,18,17,59,3,28
1357298,54951,2021,2021-05-02,1,677.0,6051,Isan Diaz,1,1,0,0,0,93.0,1,5,6,22,2,27,14,40,3,23
1360695,55120,2021,2021-05-02,1,5091.0,5163,Whit Merrifield,1,1,0,0,0,93.7,1,5,6,7,4,14,11,26,3,9
1358360,55363,2021,2021-05-02,1,5542.0,5393,Ian Happ,1,1,0,0,0,90.3,1,5,6,26,26,6,4,52,3,30
1358991,55462,2021,2021-05-02,1,5246.0,4651,Tommy La Stella,1,1,0,0,0,93.8,1,5,6,14,16,20,23,21,3,29
1359595,55525,2021,2021-05-02,1,5081.0,5784,Cedric Mullins,1,1,0,0,0,91.9,1,5,6,11,22,17,2,47,5,16
1360123,55924,2021,2021-05-02,1,1367.0,533,Jose Altuve,1,1,0,0,0,89.5,0,5,6,18,3,24,10,44,3,12
1359293,57249,2021,2021-05-02,1,5079.0,4418,Cesar Hernandez,1,1,0,0,0,94.8,1,5,6,24,28,5,7,34,3,11
1362739,54860,2021,2021-05-03,1,5028.0,5950,Cavan Biggio,1,1,0,0,0,96.6,1,5,0,11,21,17,28,13,5,16
1362440,56978,2021,2021-05-03,1,936.0,5762,Jeff McNeil,1,1,0,0,0,90.7,1,5,0,17,9,23,17,1,5,27
1367720,55005,2021,2021-05-04,1,4972.0,4519,Kolten Wong,1,1,0,0,0,92.9,1,5,1,12,7,18,15,0,3,28
1363982,55377,2021,2021-05-04,1,5571.0,6312,Pavin Smith,1,1,0,0,0,96.3,1,5,1,2,0,12,0,46,5,0
1363645,55431,2021,2021-05-04,1,5372.0,4387,Robbie Grossman,1,1,0,0,0,92.8,1,5,1,23,1,3,9,42,3,20
1366637,55461,2021,2021-05-04,1,5933.0,4545,Marcus Semien,1,1,0,0,0,89.0,0,5,1,11,21,17,28,8,5,16
1363332,55476,2021,2021-05-04,1,407.0,5636,Isiah Kiner-Falefa,1,1,0,0,0,88.9,0,5,1,7,20,14,27,19,3,9
1365132,55505,2021,2021-05-04,1,4708.0,4699,Mookie Betts,1,1,0,0,0,86.4,0,5,1,25,6,4,13,30,5,18
1364285,55704,2021,2021-05-04,1,5312.0,5465,Mike Tauchman,1,1,0,0,0,92.9,1,5,1,27,16,7,23,15,3,8
1368310,55396,2021,2021-05-05,1,5866.0,5784,Cedric Mullins,1,1,0,0,0,91.8,1,5,2,16,22,22,2,56,2,6
1369141,55631,2021,2021-05-05,1,3616.0,5199,Adam Frazier,1,1,0,0,0,82.1,0,5,2,14,14,20,21,55,2,29
1368016,56913,2021,2021-05-05,1,5357.0,533,Jose Altuve,1,1,0,0,0,91.8,1,5,2,9,3,16,10,25,5,19
1368559,57074,2021,2021-05-05,1,4971.0,5465,Mike Tauchman,1,1,0,0,0,93.4,1,5,2,27,16,7,23,22,3,8
1373518,55012,2021,2021-05-06,1,519.0,5597,Ronald Acuna Jr.,1,1,0,0,0,90.5,1,5,3,22,11,27,1,23,3,23
1374401,55016,2021,2021-05-06,1,723.0,4387,Robbie Grossman,1,1,0,0,0,97.0,1,5,3,23,1,3,9,41,3,20
1372896,55612,2021,2021-05-06,1,4438.0,533,Jose Altuve,1,1,0,0,0,95.6,1,5,3,9,3,16,10,16,3,19
1375085,57241,2021,2021-05-06,1,4446.0,4519,Kolten Wong,1,1,0,0,0,97.5,1,5,3,12,7,18,15,59,3,28
1377883,55364,2021,2021-05-07,1,181.0,53,Andrew McCutchen,1,1,0,0,0,95.2,1,5,4,10,13,1,20,6,5,22
1376682,56138,2021,2021-05-07,1,6243.0,5945,Kyle Garlick,1,1,0,0,0,95.8,1,5,4,1,8,8,16,50,3,4
1377026,56349,2021,2021-05-07,1,4207.0,3629,Marwin Gonzalez,1,1,0,0,0,94.3,1,5,4,21,24,2,3,38,3,10
1379785,56429,2021,2021-05-07,1,5081.0,6067,Randy Arozarena,1,1,0,0,0,92.8,1,5,4,11,19,17,26,47,5,16
1377609,56490,2021,2021-05-07,1,5019.0,5199,Adam Frazier,1,1,0,0,0,86.6,0,5,4,25,14,4,21,57,5,18
1378232,56651,2021,2021-05-07,1,5183.0,5008,Trea Turner,1,1,0,0,0,92.3,1,5,4,9,23,16,29,20,3,19
1378846,57064,2021,2021-05-07,1,4639.0,6042,Trent Grisham,1,1,0,0,0,93.6,1,5,4,15,15,21,22,2,3,3
1380632,55381,2021,2021-05-08,1,4412.0,5870,Fernando Tatis Jr.,1,1,0,0,0,84.4,0,5,5,15,15,21,22,28,6,3
1384086,55957,2021,2021-05-08,1,5028.0,6067,Randy Arozarena,1,1,0,0,0,96.0,1,5,5,11,19,17,26,13,3,16
1382436,56639,2021,2021-05-08,1,6271.0,53,Andrew McCutchen,1,1,0,0,0,96.6,1,5,5,10,13,1,20,18,3,22
